id,legacy_plan_id,model_name,manufacturer,classification,detail_url,quote_url,floorplan_url,photo_count,floorplan_count,matterport
floorplan-227812,227812,Palmetto / The Poydras 3262-H-42004,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/227812/palmetto/the-poydras-3262-h-42004/,https://www.texashomeoutlet.com/quote/floorplan/227812/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3339/floorplan/227812/poydras%2042floor-plans-SMALL.jpg,0,1,False
floorplan-227813,227813,Palmetto / The Carollton 3268-H-42001,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/227813/palmetto/the-carollton-3268-h-42001/,https://www.texashomeoutlet.com/quote/floorplan/227813/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3339/floorplan/227813/Carrollton%20floor-plans-SMALL.jpg,0,1,False
floorplan-227876,227876,Valu Maxx Premier / VY-32483E,Cavco Homes of Texas,Double Wide,https://www.texashomeoutlet.com/plan/227876/valu-maxx-premier/vy-32483e/,https://www.texashomeoutlet.com/quote/floorplan/227876/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2022/floorplan/227876/VY-32483E-floor-plans.jpg,0,1,False
floorplan-227994,227994,Compass / Coelho 348,Meridian Homes,Single Wide,https://www.texashomeoutlet.com/plan/227994/compass/coelho-348/,https://www.texashomeoutlet.com/quote/floorplan/227994/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/227994/compass-348-floor-plans.jpg,0,1,True
floorplan-229048,229048,Prairie Dune / 8862,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/229048/prairie-dune/8862/,https://www.texashomeoutlet.com/quote/floorplan/229048/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/229048/2352-floor-plans-SMALL.jpg,0,1,False
floorplan-229056,229056,Skyliner / 6380P,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/229056/skyliner/6380p/,https://www.texashomeoutlet.com/quote/floorplan/229056/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/229056/6380P-floor-plans-SMALL.jpg,0,1,False
floorplan-229057,229057,Skyliner / 6301B,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/229057/skyliner/6301b/,https://www.texashomeoutlet.com/quote/floorplan/229057/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/229057/6301B-floor-plans-SMALL.jpg,0,1,False
floorplan-230423,230423,Palmetto / The Bayou 1672-32009,Champion Homes,Single Wide,https://www.texashomeoutlet.com/plan/230423/palmetto/the-bayou-1672-32009/,https://www.texashomeoutlet.com/quote/floorplan/230423/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/230423/The%20Bayou%20floor-plans-SMALL.jpg,0,1,False
floorplan-230481,230481,Nexus TXR / Camila 9860,Meridian Homes,Double Wide,https://www.texashomeoutlet.com/plan/230481/nexus-txr/camila-9860/,https://www.texashomeoutlet.com/quote/floorplan/230481/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/230481/9860-floor-plans-SMALL.jpg,0,1,False
floorplan-230512,230512,Premier / The Lafayette 1676H32013,Champion Homes,Single Wide,https://www.texashomeoutlet.com/plan/230512/premier/the-lafayette-1676h32013/,https://www.texashomeoutlet.com/quote/floorplan/230512/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/230512/025CHPR-1676H32013%20Lafayette%20floor-plans-SMALL.jpg,0,1,False
floorplan-230516,230516,Prairie Dune / 8311,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/230516/prairie-dune/8311/,https://www.texashomeoutlet.com/quote/floorplan/230516/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/230516/601AJ%20floor-plans-SMALL%20%281%29.jpg,0,1,False
floorplan-230517,230517,Prairie Dune / 8312,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/230517/prairie-dune/8312/,https://www.texashomeoutlet.com/quote/floorplan/230517/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/230517/602%20floor-plans-SMALL.jpg,0,1,False
floorplan-230518,230518,Prairie Dune / 8313,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/230518/prairie-dune/8313/,https://www.texashomeoutlet.com/quote/floorplan/230518/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/230518/603%20floor-plans-SMALL.jpg,0,1,False
floorplan-230520,230520,Prairie Dune / 8704,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/230520/prairie-dune/8704/,https://www.texashomeoutlet.com/quote/floorplan/230520/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/230520/804%20floor-plans-SMALL.jpg,0,1,False
floorplan-230521,230521,Prairie Dune / 8705,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/230521/prairie-dune/8705/,https://www.texashomeoutlet.com/quote/floorplan/230521/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/230521/805%20floor-plans-SMALL.jpg,0,1,False
floorplan-230524,230524,Prairie Dune / 8901,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/230524/prairie-dune/8901/,https://www.texashomeoutlet.com/quote/floorplan/230524/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/230524/2501%20floor-plans-SMALL.jpg,0,1,True
floorplan-230525,230525,Skyliner / 6331,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/230525/skyliner/6331/,https://www.texashomeoutlet.com/quote/floorplan/230525/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/230525/6331%20floor-plans-SMALL.jpg,0,1,False
floorplan-230530,230530,Skyliner / 6363B,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/230530/skyliner/6363b/,https://www.texashomeoutlet.com/quote/floorplan/230530/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/230530/6363%20floor-plans-SMALL.jpg,0,1,False
floorplan-230531,230531,Prairie Dune / 8761AJ,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/230531/prairie-dune/8761aj/,https://www.texashomeoutlet.com/quote/floorplan/230531/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/230531/8761AJ%20floor-plans-SMALL.jpg,0,1,False
floorplan-230532,230532,Prairie Dune / 8786AK,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/230532/prairie-dune/8786ak/,https://www.texashomeoutlet.com/quote/floorplan/230532/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/230532/8786%20floor-plans-SMALL.jpg,0,1,False
floorplan-230533,230533,Prairie Dune / 8790AK,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/230533/prairie-dune/8790ak/,https://www.texashomeoutlet.com/quote/floorplan/230533/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/230533/8790%20floor-plans-SMALL.jpg,0,1,False
floorplan-230535,230535,Prairie Dune / 8429,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/230535/prairie-dune/8429/,https://www.texashomeoutlet.com/quote/floorplan/230535/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/230535/8429%20floor-plans-SMALL.jpg,0,1,False
floorplan-230538,230538,Prairie Dune / 8945J,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/230538/prairie-dune/8945j/,https://www.texashomeoutlet.com/quote/floorplan/230538/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/230538/8945%201%20floor-plans-SMALL.jpg,0,1,False
floorplan-231499,231499,Premier / The Saint,Champion Homes,Double Wide,https://www.texashomeoutlet.com/plan/231499/premier/the-saint/,https://www.texashomeoutlet.com/quote/floorplan/231499/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/231499/saint%20floor-plans-SMALL.jpg,0,1,True
floorplan-231903,231903,Palmetto / The Bayou 1672-22009,Champion Homes,Single Wide,https://www.texashomeoutlet.com/plan/231903/palmetto/the-bayou-1672-22009/,https://www.texashomeoutlet.com/quote/floorplan/231903/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/231903/025CHPR-1672H22009%20Bayou%20floor-plans-SMALL.jpg,0,1,False
floorplan-231904,231904,Palmetto / The Julia 1676H32185,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/231904/palmetto/the-julia-1676h32185/,https://www.texashomeoutlet.com/quote/floorplan/231904/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3339/floorplan/231904/julia%20floor-plans-SMALL.jpg,0,1,False
floorplan-232095,232095,Duplex / 9707,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/232095/duplex/9707/,https://www.texashomeoutlet.com/quote/floorplan/232095/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/232095/9707%20floor-plans-SMALL.jpg,0,1,False
floorplan-232414,232414,Premier / The Claiborne 1676H32006,Champion Homes,Single Wide,https://www.texashomeoutlet.com/plan/232414/premier/the-claiborne-1676h32006/,https://www.texashomeoutlet.com/quote/floorplan/232414/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/232414/025SKPL-1676H32006%20Claiborne%20floor-plans-SMALL.jpg,0,1,False
